Genres List,Image Book Cover Url,Book Title,Author Name,Rating,No Of Rating,Amazon Link,No Of Pages,Detail Url
"Fiction, Book Club, Chick Lit, Young Adult, Drama, Adult, Adult Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1369504683i/10917.jpg,My Sister’s Keeper,Jodi Picoult,4.1,1256068,https://www.amazon.com/gp/product/B000FC1LOC/,423,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper
"Fiction, Romance, Russia, Historical Fiction, Literature, Russian Literature, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546091617i/15823480.jpg,Anna Karenina,Leo Tolstoy,4.1,892329,https://www.amazon.com/gp/product/B0C3SJDLK8/,964,https://www.goodreads.com/book/show/15823480-anna-karenina
"Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659086907i/10964.jpg,Outlander,Diana Gabaldon,4.26,1119483,https://www.amazon.com/gp/product/B000FC2L1O/,850,https://www.goodreads.com/book/show/10964.Outlander
"Fiction, Historical Fiction, Feminism, LGBT, Historical, Queer, Banned Books",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1703084419i/52892857.jpg,The Color Purple,Alice Walker,4.27,727094,https://www.amazon.com/gp/product/B005NY4QGM/,287,https://www.goodreads.com/book/show/52892857-the-color-purple
"Fiction, Mystery, Gothic, Romance, Classics, Book Club, Historical Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386605169i/17899948.jpg,Rebecca,Daphne du Maurier,4.25,681484,https://www.amazon.com/gp/product/B00CO7FLJM/,449,https://www.goodreads.com/book/show/17899948-rebecca
"Classics, Fiction, Fantasy, Young Adult, Animals, Adventure, Childrens",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405136931i/76620.jpg,Watership Down,Richard  Adams,4.09,495146,https://www.amazon.com/gp/product/B002NXOQF2/,478,https://www.goodreads.com/book/show/76620.Watership_Down
"Fiction, Russia, Classics, Russian Literature, Literature, Philosophy, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1427728126i/4934.jpg,The Brothers Karamazov,Fyodor Dostoevsky,4.38,360461,https://www.amazon.com/gp/product/B0BY7XH888/,796,https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov
"Classics, Fiction, Historical Fiction, War, Humor, Literature, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463157317i/168668.jpg,Catch-22,Joseph Heller,3.99,863834,https://www.amazon.com/gp/product/B0048WQDIE/,453,https://www.goodreads.com/book/show/168668.Catch_22
"Mystery, Fiction, Short Stories, Crime, Classics, Audiobook, Mystery Thriller",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1164045516i/3590.jpg,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.3,316935,https://www.amazon.com/gp/product/B000FC229U/,389,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes
"Fiction, Childrens, Classics, Fantasy, Middle Grade, Young Adult, Humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388793265i/39988.jpg,Matilda,Roald Dahl,4.33,1044724,https://www.amazon.com/gp/product/B00AI5AQPQ/,240,https://www.goodreads.com/book/show/39988.Matilda
"Fiction, Mystery, Thriller, Crime, Mystery Thriller, Book Club, Suspense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1684638853i/2429135.jpg,The Girl With the Dragon Tattoo,Stieg Larsson,4.17,3340630,https://www.amazon.com/gp/product/B0015DROBO/,480,https://www.goodreads.com/book/show/2429135.The_Girl_With_the_Dragon_Tattoo
"Horror, Fiction, Fantasy, Science Fiction, Post Apocalyptic, Thriller, Dystopia",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1213131305i/149267.jpg,The Stand,Stephen        King,4.35,803274,https://www.amazon.com/gp/product/B001C4NXKM/,1152,https://www.goodreads.com/book/show/149267.The_Stand
"Classics, Fiction, Literature, Historical Fiction, School, Novels, Classic Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631687432i/2623.jpg,Great Expectations,Charles Dickens,3.8,847502,https://www.amazon.com/gp/product/B007679L8M/,544,https://www.goodreads.com/book/show/2623.Great_Expectations
"Fiction, Feminism, Mental Health, Psychology, Literature, Literary Fiction, Book Club",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554582218i/6514.jpg,The Bell Jar,Sylvia Plath,4.06,1108949,,294,https://www.goodreads.com/book/show/6514.The_Bell_Jar
"Fiction, Literature, Russia, Novels, Romance, Russian Literature, Literary Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1377756377i/7604.jpg,Lolita,Vladimir Nabokov,3.87,902609,https://www.amazon.com/gp/product/B003WUYRB8/,368,https://www.goodreads.com/book/show/7604.Lolita
"Historical Fiction, Fiction, Historical, Fantasy, Classics, Audiobook, Medieval",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1576956100i/5043.jpg,The Pillars of the Earth,Ken Follett,4.34,799480,https://www.amazon.com/gp/product/B003TO5GXU/,976,https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth
"Fiction, Historical Fiction, Literature, Historical, Novels, School, Classic Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344922523i/1953.jpg,A Tale of Two Cities,Charles Dickens,3.87,988202,https://www.amazon.com/gp/product/B004EHZXVQ/,489,https://www.goodreads.com/book/show/1953.A_Tale_of_Two_Cities
"Childrens, Fiction, Classics, Fantasy, Animals, Audiobook, Middle Grade",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1298440130i/99107.jpg,Winnie-the-Pooh,A.A. Milne,4.38,387216,https://www.amazon.com/gp/product/B0BWNZMF5T/,161,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh
"Fiction, Historical Fiction, Romance, Book Club, Historical, Adult, Adult Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1667708346i/43641.jpg,Water for Elephants,Sara Gruen,4.11,1668999,https://www.amazon.com/gp/product/B003I1WY2A/,368,https://www.goodreads.com/book/show/43641.Water_for_Elephants
"Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1723393514i/4556058.jpg,The Last Olympian,Rick Riordan,4.55,1094992,https://www.amazon.com/gp/product/B00280LYHS/,381,https://www.goodreads.com/book/show/4556058-the-last-olympian
"Science Fiction, Fiction, Fantasy, Audiobook, Science Fiction Fantasy, Classics, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1555447414i/44767458.jpg,Dune,Frank Herbert,4.28,1535264,https://www.amazon.com/gp/product/B00B7NPRY8/,658,https://www.goodreads.com/book/show/44767458-dune
"Fiction, Fantasy, Classics, Book Club, Adventure, Magical Realism, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631251689i/4214.jpg,Life of Pi,Yann Martel,3.94,1705084,https://www.amazon.com/gp/product/B0070Y46UY/,460,https://www.goodreads.com/book/show/4214.Life_of_Pi
"Fiction, Science Fiction, Classics, Historical Fiction, War, Literature, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440319389i/4981.jpg,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.1,1431857,https://www.amazon.com/gp/product/B000SEGHT6/,275,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five
"Classics, Fiction, Historical Fiction, Adventure, Literature, France, Historical",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1724863997i/7126.jpg,The Count of Monte Cristo,Alexandre Dumas,4.31,973838,https://www.amazon.com/gp/product/B006L877HY/,1276,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo
"Thriller, Mystery, Spanish Literature, European Literature, Fiction, Magical Realism, Crime",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630609122i/58913358.jpg,A Story of Yesterday,Sergio Cobo,4.54,15233,https://www.amazon.com/gp/product/B09F9L2VXP/,70,https://www.goodreads.com/book/show/58913358-a-story-of-yesterday
"Fiction, Russia, Fantasy, Russian Literature, Magical Realism, Literature, Novels",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327867963i/117833.jpg,The Master and Margarita,Mikhail Bulgakov,4.29,390856,https://www.amazon.com/gp/product/B07NJB7PJN/,372,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita
"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Magic, Science Fiction Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1704917687i/186074.jpg,The Name of the Wind,Patrick Rothfuss,4.52,1033883,https://www.amazon.com/gp/product/B0010SKUYM/,662,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind
"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1366212852i/113436.jpg,Eragon,Christopher Paolini,3.96,1878838,https://www.amazon.com/gp/product/B000FBJCK8/,503,https://www.goodreads.com/book/show/113436.Eragon
"Historical Fiction, Fiction, Book Club, Historical, Religion, Feminism, Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405739117i/4989.jpg,The Red Tent,Anita Diamant,4.2,618607,https://www.amazon.com/gp/product/B000FA5PZU/,324,https://www.goodreads.com/book/show/4989.The_Red_Tent
"Horror, Fiction, Thriller, Fantasy, Classics, Audiobook, Mystery",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1334416842i/830502.jpg,It,Stephen        King,4.24,1207029,https://www.amazon.com/gp/product/B018ER7K5I/,1184,https://www.goodreads.com/book/show/830502.It
"Fantasy, Fiction, Young Adult, Magic, Childrens, Audiobook, Middle Grade",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1474169725i/15881.jpg,Harry Potter and the Chamber of Secrets,J.K. Rowling,4.43,4271512,https://www.amazon.com/gp/product/B0192CTMW8/,352,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
"Fiction, Historical Fiction, Book Club, Classics, Young Adult, Historical, Contemporary",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1628532099i/37435.jpg,The Secret Life of Bees,Sue Monk Kidd,4.1,1328100,https://www.amazon.com/gp/product/B000W4RFBQ/,302,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees
"Classics, Fiction, Fantasy, Philosophy, Short Stories, Literature, School",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646444605i/485894.jpg,The Metamorphosis,Franz Kafka,3.89,1290039,https://www.amazon.com/gp/product/B0CLH3GLV8/,201,https://www.goodreads.com/book/show/485894.The_Metamorphosis
"Horror, Fiction, Thriller, Classics, Fantasy, Paranormal, Mystery",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353277730i/11588.jpg,The Shining,Stephen        King,4.28,1622322,https://www.amazon.com/gp/product/B001BANK32/,497,https://www.goodreads.com/book/show/11588.The_Shining
"Literature, French Literature, School, Novels, Literary Fiction, 20th Century, Read For School",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1738704267i/49552.jpg,The Stranger,Albert Camus,4.03,1268621,https://www.amazon.com/gp/product/B07HNJDFXT/,123,https://www.goodreads.com/book/show/49552.The_Stranger
"Fantasy, Fiction, Classics, Adventure, Young Adult, High Fantasy, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546071216i/5907.jpg,"The Hobbit, or There and Back Again",J.R.R. Tolkien,4.29,4284270,https://www.amazon.com/gp/product/B0079KT81G/,366,https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again
"Fiction, Classics, Book Club, Contemporary, Literature, Literary Fiction, Historical Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1260470010i/4473.jpg,A Prayer for Owen Meany,John Irving,4.24,329735,https://www.amazon.com/gp/product/B006VE6TCW/,637,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany
"Fantasy, Young Adult, Romance, Paranormal, Steampunk, Historical Fiction, Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1693490271i/7171637.jpg,Clockwork Angel,Cassandra Clare,4.31,859498,https://www.amazon.com/gp/product/B003UYURXS/,479,https://www.goodreads.com/book/show/7171637-clockwork-angel
"Fiction, Science Fiction, Dystopia, School, Literature, Novels, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1351643740i/4381.jpg,Fahrenheit 451,Ray Bradbury,3.97,2649521,https://www.amazon.com/gp/product/B00ANU1V3C/,158,https://www.goodreads.com/book/show/4381.Fahrenheit_451
"Fiction, Literature, Adventure, Historical Fiction, Novels, American, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327940656i/153747.jpg,"Moby-Dick or, The Whale",Herman Melville,3.56,594970,https://www.amazon.com/gp/product/B018IMBB5E/,720,https://www.goodreads.com/book/show/153747.Moby_Dick_or_The_Whale
"Fantasy, Fiction, Young Adult, Magic, Childrens, Audiobook, Adventure",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1627043894i/58613345.jpg,Harry Potter and the Half-Blood Prince,J.K. Rowling,4.58,3508473,https://www.amazon.com/gp/product/B0192CTNP4/,672,https://www.goodreads.com/book/show/58613345-harry-potter-and-the-half-blood-prince
"Romance, Fiction, Chick Lit, Contemporary, Adult, Classics, Adult Fiction",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1483183484i/33648131.jpg,The Notebook,Nicholas Sparks,4.16,1788784,https://www.amazon.com/gp/product/B000Q67J66/,227,https://www.goodreads.com/book/show/33648131-the-notebook
"Fantasy, Fiction, Mythology, Urban Fantasy, Audiobook, Science Fiction, Science Fiction Fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1462924585i/30165203.jpg,American Gods,Neil Gaiman,4.1,971045,https://www.amazon.com/gp/product/B004YW4L5K/,635,https://www.goodreads.com/book/show/30165203-american-gods
"Fiction, Historical Fiction, Classics, China, Contemporary, Book Club, Historical",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1304978653i/7763.jpg,The Joy Luck Club,Amy Tan,3.97,697780,https://www.amazon.com/gp/product/B004IYISSK/,288,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club
"Fiction, Contemporary, Inspirational, Fantasy, Classics, Book Club, Spirituality",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388200541i/3431.jpg,The Five People You Meet in Heaven,Mitch Albom,4.0,767388,https://www.amazon.com/gp/product/B000PLXEU2/,196,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven
"Classics, Fantasy, Fiction, Childrens, Young Adult, Adventure, Literature",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391458382i/13023.jpg,Alice in Wonderland,Jane Carruth,4.03,394778,https://www.amazon.com/gp/product/B086XFZVH6/,96,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland
"Graphic Novels, Fiction, Science Fiction, Fantasy, Graphic Novels Comics, Classics, Comic Book",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442239711i/472331.jpg,Watchmen,Alan             Moore,4.39,580128,https://www.amazon.com/gp/product/B07ST6DPBQ/,416,https://www.goodreads.com/book/show/472331.Watchmen
"Fiction, Historical Fiction, China, Classics, Book Club, Literature, Historical",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312497600i/1078.jpg,The Good Earth,Pearl S. Buck,4.01,255964,https://www.amazon.com/gp/product/B008F4NRA8/,418,https://www.goodreads.com/book/show/1078.The_Good_Earth
"Fiction, Adventure, Young Adult, Animals, Historical Fiction, Literature, Audiobook",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1452291694i/1852.jpg,The Call of the Wild,Jack  London,3.91,454699,https://www.amazon.com/gp/product/B01M63CCRH/,172,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild
"Fiction, Classics, Thriller, Novels, Mystery, Literature, Adult",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558216416i/36236124.jpg,Fight Club,Chuck Palahniuk,4.18,622374,https://www.amazon.com/gp/product/B000U0O9FM/,224,https://www.goodreads.com/book/show/36236124-fight-club
"Fiction, Historical Fiction, LGBT, Book Club, Contemporary, Audiobook, Queer",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1664458703i/32620332.jpg,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.4,3675462,https://www.amazon.com/gp/product/B01M5IJM2U/,389,https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo
